glass_name,glass_price,glass_link,photos_link
Amelia,$34.95,https://www.glassesshop.com/eyeglasses/fm1553,"['https://res.glassesshop.com/products/202102/603c4e48ab639.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202102/603c4e48ab639.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202102/603c4e4a0d67e.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202011/5fb23ea178147.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202102/603c4e4b4fb6c.jpg?im=Resize,width=1000,height=500']"
Lyndon,$19.95,https://www.glassesshop.com/eyeglasses/fm1286,"['https://res.glassesshop.com/products/201807/5b5fc1d09945c.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/201807/5b5fc1d09945c.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/201807/5b5fc1cbabfd3.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/201807/5b5fc1cd51619.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/201807/5b5fc1cf0a9f3.jpg?im=Resize,width=1000,height=500']"
Alberta,$9.95,https://www.glassesshop.com/eyeglasses/fp2317,"['https://res.glassesshop.com/products/202109/614a996ec215d.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a996ec215d.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a99700ff97.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a99714b558.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a9972b7721.jpg?im=Resize,width=1000,height=500']"
Poppy,$29.95,https://www.glassesshop.com/eyeglasses/fz1032,"['https://res.glassesshop.com/products/202010/5f990771305f0.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202010/5f990771305f0.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202010/5f990772924fa.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202010/5f9907740384c.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202010/5f990775688c8.jpg?im=Resize,width=1000,height=500']"
FortMyers,$29.95,https://www.glassesshop.com/eyeglasses/fp2585,"['https://res.glassesshop.com/products/202205/6278d38fda965.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202205/6278d38fda965.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202205/6278d3913a2e0.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202205/6278d392948c5.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202205/6278d393f18ce.jpg?im=Resize,width=1000,height=500']"
Roderick,$12.95,https://www.glassesshop.com/eyeglasses/fp2580,"['https://res.glassesshop.com/products/202209/63291eab4c658.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fp2580/fp2580-cover.jpg', 'https://res.glassesshop.com/products/202209/63291eab4c658.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291eacc4e24.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291eae40381.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291eaf93293.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fp2580/fp2580-cover.jpg']"
Traverse,$19.95,https://www.glassesshop.com/eyeglasses/fm1814,"['https://res.glassesshop.com/products/202209/63291e344beb6.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fm1814/fm1814-cover.jpg', 'https://res.glassesshop.com/products/202209/63291e344beb6.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291e35b69bc.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291e371e347.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202209/63291e3894909.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fm1814/fm1814-cover.jpg']"
Aries,$29.95,https://www.glassesshop.com/eyeglasses/fz2057,"['https://res.glassesshop.com/products/202307/64a7c7026c052.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a7c7026c052.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a7c7035aaac.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a7c70453b8c.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a7c70532cd2.jpg?im=Resize,width=1000,height=500']"
Palm,$34.95,https://www.glassesshop.com/eyeglasses/fz2104,"['https://res.glassesshop.com/products/202307/64a2938129b3e.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a2938129b3e.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a293820413c.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a29382bd418.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202307/64a29383909b8.jpg?im=Resize,width=1000,height=500']"
Lydia,$19.95,https://www.glassesshop.com/eyeglasses/fp2434,"['https://res.glassesshop.com/products/202109/614a9c84c9ab0.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a9c84c9ab0.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a9c861c33b.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a9c87b2f0b.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202109/614a9c890ff00.jpg?im=Resize,width=1000,height=500']"
Hodgson,$35.95,https://www.glassesshop.com/eyeglasses/fp2625,"['https://res.glassesshop.com/products/202208/62f1d7412306d.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fp2625/fp2625-cover.jpg', 'https://res.glassesshop.com/products/202208/62f1d7412306d.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202208/62f1d74276e4d.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202208/62f1d743e72e1.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202208/62f1d7454e475.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202208/62f1d7469adac.jpg?im=Resize,width=1000,height=500', 'https://res.glassesshop.com/products/202208/62f1d7494efa2.jpg?im=Resize,width=1000,height=500', 'https://d22qih3asjv3x0.cloudfront.net/products/media/fp2625/fp2625-cover.jpg']"
